0,0.03,0.03,0,0.005,0.05,0.005
1,0.03,-0.03,0,0.005,0.05,0.005
2,0.27452,0,0.17121,0.005,0.005,0.005
3,0.27452,0,-0.17121,0.005,0.005,0.005
