3,0.0796066,0.0001,0,0
3,0.0500658,0.0002,0,0
3,0.0374173,0.0003,0,0
3,0.0170259,0.0013,0,0
3,0.662,0.0022,0,0
3,0.662,0.0023,0,0
3,0.0797394,0.0026,0,0
3,0.14863,0.0038,0,0
3,0.311088,0.004,0,0
3,0.285987,0.0044,0,0
3,0.662,0.0046,0,0
3,0.662,0.005,0,0
3,0.286342,0.0056,0,0
3,0.260035,0.0057,0,0
3,0.419628,0.0058,0,0
3,0.662,0.006,0,0
3,0.0254257,0.0082,0,0
3,0.662,0.009,0,0
3,0.278784,0.0092,0,0
3,0.302053,0.0098,0,0
3,0.662,0.0105,0,0
3,0.175501,0.0107,0,0
3,0.385689,0.0116,0,0
3,0.662,0.0121,0,0
3,0.415797,0.0127,0,0
3,0.0253767,0.0133,0,0
3,0.373395,0.0136,0,0
3,0.426182,0.0141,0,0
3,0.293535,0.015,0,0
3,0.662,0.0153,0,0
3,0.449283,0.0157,0,0
3,0.181624,0.0163,0,0
3,0.662,0.017,0,0
3,0.662,0.0172,0,0
3,0.274734,0.0178,0,0
3,0.662,0.0179,0,0
3,0.377798,0.0181,0,0
3,0.662,0.0182,0,0
3,0.343283,0.0197,0,0
3,0.407232,0.02,0,0
3,0.0670474,0.0201,0,0
3,0.662,0.0202,0,0
3,0.662,0.0204,0,0
3,0.114781,0.0206,0,0
3,0.353163,0.0222,0,0
3,0.662,0.0227,0,0
3,0.237349,0.0231,0,0
3,0.662,0.0241,0,0
3,0.384168,0.0242,0,0
3,0.662,0.026,0,0
3,0.378604,0.0269,0,0
3,0.50669,0.0277,0,0
3,0.140045,0.0283,0,0
3,0.103982,0.0297,0,0
3,0.662,0.0299,0,0
3,0.18856,0.03,0,0
3,0.433184,0.0301,0,0
3,0.196667,0.0307,0,0
3,0.394598,0.0316,0,0
3,0.662,0.0332,0,0
3,0.253887,0.0337,0,0
3,0.128707,0.0339,0,0
3,0.161154,0.034,0,0
3,0.662,0.0347,0,0
3,0.662,0.0362,0,0
3,0.662,0.0363,0,0
3,0.242053,0.0367,0,0
3,0.662,0.037,0,0
3,0.0599323,0.0372,0,0
3,0.276443,0.0374,0,0
3,0.662,0.0396,0,0
3,0.390593,0.0398,0,0
3,0.662,0.04,0,0
3,0.131599,0.0402,0,0
3,0.662,0.0404,0,0
3,0.662,0.0408,0,0
3,0.0735452,0.0435,0,0
3,0.113332,0.0448,0,0
3,0.662,0.0454,0,0
3,0.662,0.046,0,0
3,0.387432,0.0462,0,0
3,0.662,0.0465,0,0
3,0.40758,0.0466,0,0
3,0.0386502,0.0467,0,0
3,0.357613,0.0472,0,0
3,0.486666,0.0474,0,0
3,0.130472,0.0478,0,0
3,0.130302,0.0485,0,0
3,0.662,0.0486,0,0
3,0.662,0.0488,0,0
3,0.466942,0.0493,0,0
3,0.376666,0.0508,0,0
3,0.662,0.0512,0,0
3,0.463811,0.0514,0,0
3,0.0903102,0.0516,0,0
3,0.052407,0.0522,0,0
3,0.662,0.0528,0,0
3,0.391959,0.0531,0,0
3,0.225763,0.0532,0,0
3,0.662,0.0538,0,0
3,0.662,0.0548,0,0
3,0.378346,0.055,0,0
3,0.246199,0.0552,0,0
3,0.0164672,0.0561,0,0
3,0.662,0.0567,0,0
3,0.0880593,0.0569,0,0
3,0.270439,0.0571,0,0
3,0.45183,0.0574,0,0
3,0.662,0.0576,0,0
3,0.233146,0.0582,0,0
3,0.416867,0.0584,0,0
3,0.662,0.0595,0,0
3,0.662,0.0596,0,0
3,0.0472998,0.0611,0,0
3,0.662,0.0618,0,0
3,0.662,0.0623,0,0
3,0.253285,0.0624,0,0
3,0.139812,0.0625,0,0
3,0.662,0.0628,0,0
3,0.662,0.0645,0,0
3,0.147714,0.0648,0,0
3,0.325624,0.0649,0,0
3,0.662,0.0661,0,0
3,0.662,0.0672,0,0
3,0.264547,0.0682,0,0
3,0.662,0.0684,0,0
3,0.444173,0.069,0,0
3,0.662,0.0692,0,0
3,0.662,0.0695,0,0
3,0.662,0.0697,0,0
3,0.290483,0.0709,0,0
3,0.662,0.0711,0,0
3,0.0663691,0.0712,0,0
3,0.662,0.0715,0,0
3,0.662,0.0716,0,0
3,0.283123,0.0719,0,0
3,0.184141,0.0721,0,0
3,0.662,0.0722,0,0
3,0.331726,0.0733,0,0
3,0.662,0.0744,0,0
3,0.662,0.0746,0,0
3,0.393975,0.0753,0,0
3,0.0627168,0.0755,0,0
3,0.662,0.076,0,0
3,0.662,0.0763,0,0
3,0.288445,0.0769,0,0
3,0.395623,0.0784,0,0
3,0.662,0.0801,0,0
3,0.662,0.0806,0,0
3,0.662,0.0813,0,0
3,0.348565,0.0821,0,0
3,0.662,0.0823,0,0
3,0.471372,0.0835,0,0
3,0.245906,0.0842,0,0
3,0.156936,0.0845,0,0
3,0.211201,0.0856,0,0
3,0.662,0.0857,0,0
3,0.399805,0.086,0,0
3,0.233599,0.0863,0,0
3,0.45268,0.0866,0,0
3,0.662,0.0869,0,0
3,0.662,0.0871,0,0
3,0.237437,0.0877,0,0
3,0.662,0.089,0,0
3,0.40528,0.0892,0,0
3,0.662,0.09,0,0
3,0.0633132,0.0905,0,0
3,0.662,0.0916,0,0
3,0.662,0.0924,0,0
3,0.662,0.0931,0,0
3,0.662,0.0939,0,0
3,0.662,0.0945,0,0
3,0.444959,0.0951,0,0
3,0.177761,0.096,0,0
3,0.662,0.0968,0,0
3,0.180696,0.0976,0,0
3,0.208971,0.098,0,0
3,0.307087,0.0981,0,0
3,0.250873,0.0985,0,0
3,0.662,0.099,0,0
3,0.415531,0.0993,0,0
3,0.3569,0.0994,0,0
3,0.359062,0.0998,0,0
3,0.0352914,0.1006,0,0
3,0.108495,0.1007,0,0
3,0.662,0.1008,0,0
3,0.461273,0.1009,0,0
3,0.662,0.1016,0,0
3,0.662,0.1022,0,0
3,0.662,0.1025,0,0
3,0.497842,0.1031,0,0
3,0.36453,0.1036,0,0
3,0.270488,0.1046,0,0
3,0.225245,0.1055,0,0
3,0.662,0.1056,0,0
3,0.371428,0.1061,0,0
3,0.0213794,0.1069,0,0
3,0.0220289,0.1073,0,0
3,0.662,0.1083,0,0
3,0.662,0.1089,0,0
3,0.050961,0.1094,0,0
3,0.662,0.1113,0,0
3,0.662,0.112,0,0
3,0.662,0.1124,0,0
3,0.662,0.1126,0,0
3,0.0493933,0.1133,0,0
3,0.662,0.1143,0,0
3,0.0860925,0.1151,0,0
3,0.478703,0.1159,0,0
3,0.662,0.1168,0,0
3,0.662,0.1175,0,0
3,0.662,0.1178,0,0
3,0.0661572,0.1181,0,0
3,0.246541,0.1184,0,0
3,0.662,0.1198,0,0
3,0.0781942,0.12,0,0
3,0.414947,0.1208,0,0
3,0.328202,0.121,0,0
3,0.154951,0.1212,0,0
3,0.22333,0.1214,0,0
3,0.662,0.1218,0,0
3,0.0587096,0.1224,0,0
3,0.662,0.1228,0,0
3,0.400464,0.1235,0,0
3,0.662,0.124,0,0
3,0.378319,0.1246,0,0
3,0.408579,0.1263,0,0
3,0.662,0.1265,0,0
3,0.662,0.1266,0,0
3,0.00336845,0.1267,0,0
3,0.37018,0.1272,0,0
3,0.0101939,0.1273,0,0
3,0.0792984,0.1288,0,0
3,0.151586,0.1291,0,0
3,0.332777,0.1292,0,0
3,0.391579,0.1296,0,0
3,0.110906,0.1299,0,0
3,0.662,0.1307,0,0
3,0.156554,0.1308,0,0
3,0.0676604,0.1316,0,0
3,0.662,0.1317,0,0
3,0.20876,0.132,0,0
3,0.662,0.1326,0,0
3,0.286652,0.1327,0,0
3,0.123113,0.1329,0,0
3,0.242063,0.1335,0,0
3,0.662,0.1336,0,0
3,0.25654,0.1342,0,0
3,0.145174,0.1343,0,0
3,0.662,0.1344,0,0
3,0.298795,0.1347,0,0
3,0.662,0.1359,0,0
3,0.288697,0.136,0,0
3,0.181202,0.1375,0,0
3,0.44176,0.1379,0,0
3,0.662,0.1383,0,0
3,0.463149,0.1392,0,0
3,0.406524,0.1394,0,0
3,0.0650064,0.1402,0,0
3,0.662,0.1405,0,0
3,0.662,0.1406,0,0
3,0.0187751,0.1407,0,0
3,0.662,0.1412,0,0
3,0.662,0.1423,0,0
3,0.662,0.1426,0,0
3,0.263606,0.1433,0,0
3,0.662,0.1439,0,0
3,0.317041,0.1448,0,0
